image_path,crop1,label1,crop2,label2
/data/nagpur_data/imgs/maize/ZARS_2_0701_10.png,maize,['Leaf_beetle'],maize,['Leaf_beetle']
/data/nagpur_data/imgs/maize/ZARS_2_0701_11.png,maize,['Fall_armyworm'],maize,['Fall_Armyworm']
/data/nagpur_data/imgs/maize/ZARS_2_0701_12.png,maize,['Fall_armyworm'],maize,['Turcicum_Leaf_Blight']
/data/nagpur_data/imgs/maize/ZARS_2_0701_13.png,maize,"['Rust', 'Leaf_blight']",maize,['Turcicum_Leaf_Blight']
/data/nagpur_data/imgs/maize/ZARS_2_0701_14.png,maize,['Fall_armyworm'],maize,['Fall_Armyworm']
/data/nagpur_data/imgs/maize/ZARS_2_0701_15.png,maize,['Fall_armyworm'],maize,['Fall_Armyworm']
/data/nagpur_data/imgs/maize/ZARS_2_0701_16.png,maize,['Fall_armyworm'],maize,['Fall_Armyworm']
/data/nagpur_data/imgs/maize/ZARS_2_0701_17.png,maize,['Leaf_blight'],maize,['Leaf_spot']
/data/nagpur_data/imgs/maize/ZARS_2_0701_18.png,maize,"['Others', 'Fall_armyworm']",maize,['Fall_Armyworm']
/data/nagpur_data/imgs/maize/ZARS_2_0701_19.png,maize,['Fall_armyworm'],maize,['Turcicum_Leaf_Blight']
/data/nagpur_data/imgs/maize/ZARS_2_0701_2.png,maize,['Fall_armyworm'],maize,['Fall_Armyworm']
/data/nagpur_data/imgs/maize/ZARS_2_0701_20.png,maize,['Others'],maize,['Leaf_spot']
/data/nagpur_data/imgs/maize/ZARS_2_0701_21.png,maize,"['Others', 'Leaf_blight']",maize,['Turcicum_Leaf_Blight']
/data/nagpur_data/imgs/maize/ZARS_2_0701_22.png,maize,"['Leaf_blight', 'Streak']",maize,['Turcicum_Leaf_Blight']
/data/nagpur_data/imgs/maize/ZARS_2_0701_23.png,maize,['Fall_armyworm'],maize,['Fall_Armyworm']
/data/nagpur_data/imgs/maize/ZARS_2_0701_25.png,maize,['Others'],maize,['Healthy']
/data/nagpur_data/imgs/maize/ZARS_2_0701_26.png,maize,['Leaf_spot'],maize,['Leaf_spot']
/data/nagpur_data/imgs/maize/ZARS_2_0701_27.png,maize,"['Stem_borer', 'Others']",maize,['Stem_Borer']
/data/nagpur_data/imgs/maize/ZARS_2_0701_28.png,maize,['Leaf_blight'],maize,['Healthy']
/data/nagpur_data/imgs/maize/ZARS_2_0701_29.png,maize,['Leaf_blight'],maize,"['Turcicum_Leaf_Blight', 'Others']"
/data/nagpur_data/imgs/maize/ZARS_2_0701_3.png,maize,['Fall_armyworm'],maize,['Stem_Borer']
/data/nagpur_data/imgs/maize/ZARS_2_0701_30.png,maize,['Leaf_beetle'],maize,['Others']
/data/nagpur_data/imgs/maize/ZARS_2_0701_31.png,maize,['Others'],others,['others']
/data/nagpur_data/imgs/maize/ZARS_2_0701_32.png,maize,['Others'],maize,['Others']
/data/nagpur_data/imgs/maize/ZARS_2_0701_33.png,maize,['Others'],wheat,['healthy']
/data/nagpur_data/imgs/maize/ZARS_2_0701_34.png,maize,['Others'],others,['others']
/data/nagpur_data/imgs/maize/ZARS_2_0701_35.png,maize,['Others'],sorghum,['healthy']
/data/nagpur_data/imgs/maize/ZARS_2_0701_4.png,maize,['Others'],maize,"['Healthy', 'Others']"
/data/nagpur_data/imgs/maize/ZARS_2_0701_5.png,maize,['Leaf_spot'],maize,['Leaf_spot']
/data/nagpur_data/imgs/maize/ZARS_2_0701_6.png,maize,['Stem_borer'],maize,['Stem_Borer']
/data/nagpur_data/imgs/maize/ZARS_2_0701_7.png,maize,['Fall_armyworm'],maize,['Fall_Armyworm']
/data/nagpur_data/imgs/maize/ZARS_2_0701_8.png,maize,['Fall_armyworm'],maize,['Fall_Armyworm']
/data/nagpur_data/imgs/maize/ZARS_2_0701_9.png,maize,['Healthy'],maize,['Others']
/data/nagpur_data/imgs/cotton/ankur_1_0901_1.png,cotton,['aphids'],cotton,"['Aphids', 'Whitefly']"
/data/nagpur_data/imgs/cotton/ankur_1_0901_10.png,cotton,['others'],cotton,['Pink_Bollworm']
/data/nagpur_data/imgs/cotton/ankur_1_0901_12.png,cotton,['aphids'],cotton,"['Aphids', 'Whitefly']"
/data/nagpur_data/imgs/cotton/ankur_1_0901_13.png,cotton,"['aphids', 'whitefly']",cotton,"['Aphids', 'Jassids']"
/data/nagpur_data/imgs/cotton/ankur_1_0901_14.png,cotton,['whitefly'],cotton,"['Aphids', 'Jassids']"
/data/nagpur_data/imgs/cotton/ankur_1_0901_15.png,cotton,"['whitefly', 'aphids']",cotton,"['Aphids', 'Whitefly', 'Jassids']"
/data/nagpur_data/imgs/cotton/ankur_1_0901_16.png,cotton,"['whitefly', 'aphids']",cotton,"['Aphids', 'Whitefly']"
/data/nagpur_data/imgs/cotton/ankur_1_0901_17.png,cotton,['aphids'],cotton,"['Aphids', 'Whitefly']"
/data/nagpur_data/imgs/cotton/ankur_1_0901_18.png,cotton,['aphids'],cotton,"['Whitefly', 'Alternaria_Leaf_Spot']"
/data/nagpur_data/imgs/cotton/ankur_1_0901_19.png,cotton,['others'],cotton,"['Whitefly', 'Aphids']"
/data/nagpur_data/imgs/cotton/ankur_1_0901_2.png,cotton,['aphids'],cotton,"['Aphids', 'Whitefly']"
/data/nagpur_data/imgs/cotton/ankur_1_0901_20.png,cotton,['others'],cotton,['Alternaria_Leaf_Spot']
/data/nagpur_data/imgs/cotton/ankur_1_0901_21.png,cotton,['others'],cotton,['Thrips']
/data/nagpur_data/imgs/cotton/ankur_1_0901_22.png,cotton,['others'],chilli,['Pink_Bollworm']
/data/nagpur_data/imgs/cotton/ankur_1_0901_23.png,cotton,['others'],cotton,['Healthy']
/data/nagpur_data/imgs/cotton/ankur_1_0901_24.png,cotton,['others'],cotton,['Alternaria_Leaf_Spot']
/data/nagpur_data/imgs/cotton/ankur_1_0901_25.png,cotton,['others'],cotton,['Alternaria_Leaf_Spot']
/data/nagpur_data/imgs/cotton/ankur_1_0901_26.png,cotton,['whitefly'],cotton,['Whitefly']
/data/nagpur_data/imgs/cotton/ankur_1_0901_27.png,cotton,['others'],cotton,"['Thrips', 'Whitefly']"
/data/nagpur_data/imgs/cotton/ankur_1_0901_28.png,cotton,['others'],cotton,['Alternaria_Leaf_Spot']
/data/nagpur_data/imgs/cotton/ankur_1_0901_29.png,cotton,['others'],cotton,['Red_Cotton_Bug']
/data/nagpur_data/imgs/cotton/ankur_1_0901_3.png,cotton,['aphids'],cotton,"['Aphids', 'Whitefly']"
/data/nagpur_data/imgs/cotton/ankur_1_0901_30.png,cotton,['others'],cotton,"['Whitefly', 'Powdery_Mildew']"
/data/nagpur_data/imgs/cotton/ankur_1_0901_31.png,cotton,['others'],cotton,"['Whitefly', 'Aphids']"
/data/nagpur_data/imgs/cotton/ankur_1_0901_33.png,cotton,['others'],cotton,['Healthy']
/data/nagpur_data/imgs/cotton/ankur_1_0901_4.png,cotton,['aphids'],cotton,['Bacterial_Blight']
/data/nagpur_data/imgs/cotton/ankur_1_0901_5.png,cotton,['others'],cotton,"['Red_Cotton_Bug', 'Bacterial_Blight']"
/data/nagpur_data/imgs/cotton/ankur_1_0901_6.png,cotton,['others'],cotton,['Pink_Bollworm']
/data/nagpur_data/imgs/cotton/ankur_1_0901_7.png,cotton,['others'],cotton,['Pink_Bollworm']
/data/nagpur_data/imgs/cotton/ankur_1_0901_9.png,cotton,['whitefly'],cotton,['Others']
/data/nagpur_data/imgs/maize/ankur_2_0901_1.png,maize,['Fall_armyworm'],maize,['Fall_Armyworm']
/data/nagpur_data/imgs/maize/ankur_2_0901_10.png,maize,['Others'],maize,['Streak']
/data/nagpur_data/imgs/maize/ankur_2_0901_11.png,maize,['Others'],maize,"['Turcicum_Leaf_Blight', 'Streak']"
/data/nagpur_data/imgs/maize/ankur_2_0901_12.png,maize,['Leaf_spot'],maize,['Streak']
/data/nagpur_data/imgs/maize/ankur_2_0901_13.png,maize,['Leaf_spot'],maize,['Streak']
/data/nagpur_data/imgs/maize/ankur_2_0901_14.png,maize,['Leaf_spot'],maize,['Streak']
/data/nagpur_data/imgs/maize/ankur_2_0901_15.png,maize,['Leaf_spot'],maize,"['Turcicum_Leaf_Blight', 'Others', 'Streak']"
/data/nagpur_data/imgs/maize/ankur_2_0901_16.png,maize,['Leaf_spot'],maize,"['Streak', 'Maydis_Leaf_Blight', 'Sorghum_Downy_Mildew']"
/data/nagpur_data/imgs/maize/ankur_2_0901_17.png,maize,['Leaf_spot'],maize,['Leaf_spot']
/data/nagpur_data/imgs/maize/ankur_2_0901_18.png,maize,['Others'],sorghum,"['head_bug', 'others']"
/data/nagpur_data/imgs/maize/ankur_2_0901_19.png,maize,['Others'],maize,['Others']
/data/nagpur_data/imgs/maize/ankur_2_0901_2.png,maize,['Healthy'],maize,['Healthy']
/data/nagpur_data/imgs/maize/ankur_2_0901_20.png,maize,"['Others', 'Leaf_beetle']",maize,['Leaf_beetle']
/data/nagpur_data/imgs/maize/ankur_2_0901_22.png,maize,['Others'],sorghum,['head_bug']
/data/nagpur_data/imgs/maize/ankur_2_0901_3.png,maize,['Fall_armyworm'],maize,['Fall_Armyworm']
/data/nagpur_data/imgs/maize/ankur_2_0901_4.png,maize,['Fall_armyworm'],maize,['Stem_Borer']
/data/nagpur_data/imgs/maize/ankur_2_0901_5.png,maize,['Healthy'],maize,['Healthy']
/data/nagpur_data/imgs/maize/ankur_2_0901_6.png,maize,['Healthy'],maize,['Healthy']
/data/nagpur_data/imgs/maize/ankur_2_0901_7.png,maize,['Fall_armyworm'],maize,['Turcicum_Leaf_Blight']
/data/nagpur_data/imgs/maize/ankur_2_0901_8.png,maize,"['Others', 'Leaf_blight']",maize,['Maydis_Leaf_Blight']
/data/nagpur_data/imgs/maize/ankur_2_0901_9.png,maize,['Leaf_spot'],maize,['Maydis_Leaf_Blight']
/data/nagpur_data/imgs/chilli/ankur_3_0901_1.png,chilli,['Thrips'],chilli,['Thrips']
/data/nagpur_data/imgs/chilli/ankur_3_0901_2.png,chilli,['Thrips'],chilli,"['Leaf_curl', 'Others', 'Whitefly']"
/data/nagpur_data/imgs/chilli/ankur_3_0901_3.png,chilli,['Thrips'],chilli,"['Leaf_curl', 'Thrips']"
/data/nagpur_data/imgs/chilli/ankur_3_0901_4.png,chilli,['Healthy'],chilli,"['Leaf_curl', 'Others']"
/data/nagpur_data/imgs/chilli/ankur_3_0901_6.png,chilli,['Others'],others,['others']
/data/nagpur_data/imgs/cotton/ankurseeds_test.png,cotton,['others'],cotton,"['Whitefly', 'Aphids']"
/data/nagpur_data/imgs/chilli/smartu_1_0801_1.png,chilli,['Thrips'],others,['random']
/data/nagpur_data/imgs/chilli/smartu_1_0801_10.png,chilli,['Thrips'],chilli,"['Leaf_curl', 'Thrips']"
/data/nagpur_data/imgs/chilli/smartu_1_0801_11.png,chilli,['Others'],chilli,"['Leaf_curl', 'Others', 'Thrips']"
/data/nagpur_data/imgs/chilli/smartu_1_0801_12.png,chilli,['Thrips'],chilli,"['Leaf_curl', 'Thrips']"
/data/nagpur_data/imgs/chilli/smartu_1_0801_13.png,chilli,['Healthy'],chilli,"['Leaf_curl', 'Others', 'Thrips']"
/data/nagpur_data/imgs/chilli/smartu_1_0801_14.png,chilli,['Thrips'],chilli,"['Leaf_curl', 'Thrips']"
/data/nagpur_data/imgs/chilli/smartu_1_0801_15.png,chilli,['Thrips'],chilli,"['Leaf_curl', 'Others', 'Thrips']"
/data/nagpur_data/imgs/chilli/smartu_1_0801_16.png,chilli,['Others'],others,['others']
/data/nagpur_data/imgs/chilli/smartu_1_0801_17.png,chilli,['Others'],others,['others']
/data/nagpur_data/imgs/chilli/smartu_1_0801_18.png,chilli,['Thrips'],chilli,"['Leaf_curl', 'Others', 'Thrips']"
/data/nagpur_data/imgs/chilli/smartu_1_0801_19.png,chilli,['Others'],others,['others']
/data/nagpur_data/imgs/chilli/smartu_1_0801_2.png,chilli,['Thrips'],chilli,"['Leaf_curl', 'Thrips']"
/data/nagpur_data/imgs/chilli/smartu_1_0801_20.png,chilli,['Thrips'],chilli,"['Leaf_curl', 'Whitefly', 'Thrips', 'Others']"
/data/nagpur_data/imgs/chilli/smartu_1_0801_21.png,chilli,['Thrips'],chilli,"['Leaf_curl', 'Thrips', 'Others']"
/data/nagpur_data/imgs/chilli/smartu_1_0801_22.png,chilli,['Others'],chilli,"['Leaf_curl', 'Others', 'Thrips']"
/data/nagpur_data/imgs/chilli/smartu_1_0801_3.png,chilli,['Thrips'],chilli,"['Leaf_curl', 'Thrips']"
/data/nagpur_data/imgs/chilli/smartu_1_0801_4.png,chilli,['Thrips'],chilli,"['Leaf_curl', 'Thrips']"
/data/nagpur_data/imgs/chilli/smartu_1_0801_5.png,chilli,['Thrips'],chilli,"['Leaf_curl', 'Thrips']"
/data/nagpur_data/imgs/chilli/smartu_1_0801_6.png,chilli,"['Thrips', 'Others']",chilli,['Leaf_curl']
/data/nagpur_data/imgs/chilli/smartu_1_0801_7.png,chilli,"['Thrips', 'Leaf_curl']",chilli,"['Leaf_curl', 'Others', 'Thrips']"
/data/nagpur_data/imgs/chilli/smartu_1_0801_8.png,chilli,['Thrips'],chilli,"['Leaf_curl', 'Thrips']"
/data/nagpur_data/imgs/chilli/smartu_1_0801_9.png,chilli,['Thrips'],chilli,"['Leaf_curl', 'Others', 'Thrips']"
/data/nagpur_data/imgs/cotton/smartu_2_0801_1.png,cotton,['others'],cotton,"['Red_Cotton_Bug', 'Alternaria_Leaf_Spot']"
/data/nagpur_data/imgs/cotton/smartu_2_0801_10.png,cotton,['aphids'],cotton,"['Aphids', 'Whitefly']"
/data/nagpur_data/imgs/cotton/smartu_2_0801_11.png,cotton,['others'],cotton,"['Aphids', 'Whitefly']"
/data/nagpur_data/imgs/cotton/smartu_2_0801_12.png,cotton,['others'],chilli,"['Alternaria_Leaf_Spot', 'Jassids', 'Aphids']"
/data/nagpur_data/imgs/cotton/smartu_2_0801_13.png,cotton,['others'],cotton,['Red_Cotton_Bug']
/data/nagpur_data/imgs/cotton/smartu_2_0801_14.png,cotton,['aphids'],cotton,['Others']
/data/nagpur_data/imgs/cotton/smartu_2_0801_15.png,cotton,['others'],cotton,"['Bacterial_Blight', 'Jassids']"
/data/nagpur_data/imgs/cotton/smartu_2_0801_16.png,cotton,['others'],cotton,"['Jassids', 'Bacterial_Blight', 'Powdery_Mildew']"
/data/nagpur_data/imgs/cotton/smartu_2_0801_17.png,cotton,['aphids'],cotton,['Powdery_Mildew']
/data/nagpur_data/imgs/cotton/smartu_2_0801_2.png,cotton,['whitefly'],cotton,"['Bacterial_Blight', 'Alternaria_Leaf_Spot']"
/data/nagpur_data/imgs/cotton/smartu_2_0801_3.png,cotton,['whitefly'],cotton,"['Bacterial_Blight', 'Alternaria_Leaf_Spot']"
/data/nagpur_data/imgs/cotton/smartu_2_0801_4.png,cotton,['others'],cotton,['Others']
/data/nagpur_data/imgs/cotton/smartu_2_0801_5.png,cotton,['others'],cotton,['Red_Cotton_Bug']
/data/nagpur_data/imgs/cotton/smartu_2_0801_6.png,cotton,['whitefly'],cotton,"['Jassids', 'Alternaria_Leaf_Spot']"
/data/nagpur_data/imgs/cotton/smartu_2_0801_7.png,cotton,['aphids'],cotton,"['Jassids', 'Others']"
/data/nagpur_data/imgs/cotton/smartu_2_0801_8.png,cotton,"['aphids', 'whitefly']",cotton,['Aphids']
/data/nagpur_data/imgs/cotton/smartu_2_0801_9.png,cotton,['aphids'],cotton,"['Aphids', 'Jassids', 'Powdery_Mildew']"
/data/nagpur_data/imgs/maize/Chindwara_1_0601_1.png,maize,"['Fall_armyworm', 'Grasshopper']",others,['random']
/data/nagpur_data/imgs/maize/ZARC_1_0701_1.png,maize,['Fall_armyworm'],maize,['Fall_Armyworm']
/data/nagpur_data/imgs/maize/ankur_2_0901_21.png,maize,['Others'],maize,['Others']
/data/nagpur_data/imgs/maize/blight.png,maize,['Leaf_blight'],maize,['Turcicum_Leaf_Blight']
/data/nagpur_data/imgs/maize/brown spot on the leaf.png,maize,['Leaf_spot'],cotton,['Leaf_spot']
/data/nagpur_data/imgs/maize/brown spots on the leaf.png,maize,['Leaf_spot'],maize,['Turcicum_Leaf_Blight']
/data/nagpur_data/imgs/maize/feeding damage of fallarmy worm.png,maize,['Fall_armyworm'],maize,['Stem_Borer']
/data/nagpur_data/imgs/maize/leaf streak.png,maize,['Streak'],maize,['Turcicum_Leaf_Blight']
/data/nagpur_data/imgs/maize/rust.png,maize,['Rust'],maize,"['Stem_Borer', 'Maydis_Leaf_Blight']"
/data/nagpur_data/imgs/maize/scraping damage by fallarmy worm.png,maize,['Others'],maize,['Maydis_Leaf_Blight']
/data/nagpur_data/imgs/maize/spot.png,maize,['Leaf_spot'],cotton,['Healthy']
/data/nagpur_data/imgs/rice/testing.png,rice,"['bacterial_leaf_streak', 'brown_spot', 'downy_mildew']",cotton,['Healthy']
/data/nagpur_data/imgs/maize/whitish spot on the leaf.png,maize,['Leaf_blight'],maize,['Turcicum_Leaf_Blight']
/data/nagpur_data/imgs/maize/zars _0701_5.png,maize,['Healthy'],sorghum,['healthy']
/data/nagpur_data/imgs/maize/zars _0701_6.png,maize,['Others'],cotton,['Healthy']
/data/nagpur_data/imgs/maize/zars_01_0701_10.png,maize,['Leaf_blight'],maize,['Turcicum_Leaf_Blight']
/data/nagpur_data/imgs/maize/zars_01_0701_11.png,maize,['Rust'],maize,['Leaf_spot']
/data/nagpur_data/imgs/maize/zars_01_0701_12.png,maize,"['Rust', 'Others']",cotton,['Leaf_beetle']
/data/nagpur_data/imgs/maize/zars_01_0701_13.png,maize,['Fall_armyworm'],maize,['Stem_Borer']
/data/nagpur_data/imgs/maize/zars_01_0701_14.png,maize,['Fall_armyworm'],maize,['Maydis_Leaf_Blight']
/data/nagpur_data/imgs/maize/zars_01_0701_15.png,maize,['Leaf_spot'],maize,['Maydis_Leaf_Blight']
/data/nagpur_data/imgs/maize/zars_01_0701_16.png,maize,['Streak'],maize,['Streak']
/data/nagpur_data/imgs/maize/zars_01_0701_17.png,maize,['Fall_armyworm'],maize,['Stem_Borer']
/data/nagpur_data/imgs/maize/zars_01_0701_18.png,maize,['Leaf_spot'],maize,['Leaf_spot']
/data/nagpur_data/imgs/maize/zars_01_0701_9.png,maize,['Leaf_blight'],maize,['Healthy']
/data/nagpur_data/imgs/maize/zars_1_0701_7.png,maize,['Fall_armyworm'],maize,['Turcicum_Leaf_Blight']
/data/nagpur_data/imgs/maize/zars_1_0701_8_nitrogen_deficiency.png,maize,['Others'],maize,['Leaf_spot']
/data/nagpur_data/imgs/others/IMG_20250109_135440.jpg.png,others,['others'],maize,['Leaf_spot']
/data/nagpur_data/imgs/others/IMG_20250109_141317.jpg.png,others,['others'],maize,['Leaf_spot']
/data/nagpur_data/imgs/others/IMG_20250109_141319.jpg.png,others,['others'],maize,['Leaf_spot']
/data/nagpur_data/imgs/others/IMG_20250109_141326.jpg.png,others,['others'],maize,['Leaf_spot']
/data/nagpur_data/imgs/others/IMG_20250109_141323.jpg.png,others,['others'],maize,['Leaf_spot']
/data/nagpur_data/imgs/others/IMG_20250109_141337.jpg.png,others,['others'],maize,['Leaf_spot']
/data/nagpur_data/imgs/others/IMG_20250109_141341.jpg.png,others,['others'],maize,['Leaf_spot']
/data/nagpur_data/imgs/others/IMG_20250109_141417.jpg.png,others,['others'],maize,['Leaf_spot']
/data/nagpur_data/imgs/chilli/IMG_20250108_122923.jpg.png,chilli,['Leaf_curl'],chilli,"['Leaf_curl', 'Others', 'Thrips']"
/data/nagpur_data/imgs/chilli/IMG_20250108_122932.jpg.png,chilli,['Leaf_curl'],chilli,"['Leaf_curl', 'Thrips', 'Whitefly']"
/data/nagpur_data/imgs/chilli/IMG_20250108_123237.jpg.png,chilli,['Others'],chilli,['Healthy']
/data/nagpur_data/imgs/chilli/IMG_20250108_123238.jpg.png,chilli,['Others'],chilli,['Healthy']
/data/nagpur_data/imgs/chilli/IMG_20250108_123247.jpg.png,chilli,['Others'],chilli,['Healthy']
/data/nagpur_data/imgs/chilli/IMG_20250108_123250.jpg.png,chilli,['Others'],chilli,['Others']
/data/nagpur_data/imgs/chilli/IMG_20250108_123306.jpg.png,chilli,['Leaf_curl'],chilli,"['Leaf_curl', 'Thrips']"
/data/nagpur_data/imgs/chilli/IMG_20250108_123318.jpg.png,chilli,['Thrips'],chilli,"['Leaf_curl', 'Thrips']"
/data/nagpur_data/imgs/chilli/IMG_20250108_123324.jpg.png,chilli,['Leaf_curl'],chilli,"['Leaf_curl', 'Thrips']"
/data/nagpur_data/imgs/others/IMG_20250108_123849.jpg.png,others,['others'],chilli,"['Leaf_curl', 'Thrips']"
/data/nagpur_data/imgs/chilli/IMG_20250108_123907.jpg.png,chilli,['Leaf_curl'],chilli,"['Leaf_curl', 'Others', 'Thrips']"
/data/nagpur_data/imgs/chilli/IMG_20250108_123910.jpg.png,chilli,['Leaf_curl'],chilli,"['Leaf_curl', 'Thrips', 'Others']"
/data/nagpur_data/imgs/chilli/IMG_20250108_123916.jpg.png,chilli,['Leaf_curl'],chilli,"['Leaf_curl', 'Others', 'Thrips', 'Powdery_mildew']"
/data/nagpur_data/imgs/chilli/IMG_2307.png.png,chilli,"['Leaf_curl', 'Thrips']",chilli,"['Leaf_curl', 'Others', 'Thrips']"
/data/nagpur_data/imgs/chilli/IMG_2308.png.png,chilli,"['Leaf_curl', 'Thrips']",chilli,"['Leaf_curl', 'Others', 'Thrips']"
/data/nagpur_data/imgs/chilli/IMG_2309.png.png,chilli,['Thrips'],chilli,"['Thrips', 'Others', 'Leaf_curl']"
/data/nagpur_data/imgs/chilli/IMG_2310.png.png,chilli,['Thrips'],chilli,"['Leaf_curl', 'Others', 'Thrips']"
/data/nagpur_data/imgs/chilli/IMG_2311.png.png,chilli,"['Thrips', 'Leaf_curl']",chilli,"['Leaf_curl', 'Others', 'Thrips']"
/data/nagpur_data/imgs/chilli/IMG_2313.png.png,chilli,"['Thrips', 'Leaf_curl']",chilli,"['Leaf_curl', 'Others', 'Thrips']"
